Date,Snow Water Equivalent (m) Start of Day Values,Water_Year
2023-09-14,0.0,2023
2023-09-15,0.0,2023
2023-09-16,0.0,2023
2023-09-17,0.0,2023
2023-09-18,0.0,2023
2023-09-19,0.0,2023
2023-09-20,0.0,2023
2023-09-21,0.0,2023
2023-09-22,0.0,2023
2023-09-23,0.0,2023
2023-09-24,0.0,2023
2023-09-25,0.0,2023
2023-09-26,0.0,2023
2023-09-27,0.0,2023
2023-09-28,0.0,2023
2023-09-29,0.0,2023
2023-09-30,0.0,2023
2023-10-01,0.0,2024
2023-10-02,0.0,2024
2023-10-03,0.0,2024
2023-10-04,0.0,2024
2023-10-05,0.0,2024
2023-10-06,0.0,2024
2023-10-07,0.0,2024
2023-10-08,0.0,2024
2023-10-09,0.0,2024
2023-10-10,0.0,2024
2023-10-11,0.0,2024
2023-10-12,0.0,2024
2023-10-13,0.0,2024
2023-10-14,0.0,2024
2023-10-15,0.0,2024
2023-10-16,0.0,2024
2023-10-17,0.0,2024
2023-10-18,0.0,2024
2023-10-19,0.0,2024
2023-10-20,0.0,2024
2023-10-21,0.0,2024
2023-10-22,0.0,2024
2023-10-23,0.0,2024
2023-10-24,0.0,2024
2023-10-25,0.0,2024
2023-10-26,0.0,2024
2023-10-27,0.0,2024
2023-10-28,0.0,2024
2023-10-29,0.0,2024
2023-10-30,0.0,2024
2023-10-31,0.0,2024
2023-11-01,0.0,2024
2023-11-02,0.0,2024
2023-11-03,0.0,2024
2023-11-04,0.0,2024
2023-11-05,0.0,2024
2023-11-06,0.0,2024
2023-11-07,0.0,2024
2023-11-08,0.007619999999999999,2024
2023-11-09,0.007619999999999999,2024
2023-11-10,0.007619999999999999,2024
2023-11-11,0.007619999999999999,2024
2023-11-12,0.007619999999999999,2024
2023-11-13,0.007619999999999999,2024
2023-11-14,0.007619999999999999,2024
2023-11-15,0.007619999999999999,2024
2023-11-16,0.007619999999999999,2024
2023-11-17,0.007619999999999999,2024
2023-11-18,0.007619999999999999,2024
2023-11-19,0.01016,2024
2023-11-20,0.01016,2024
2023-11-21,0.01016,2024
2023-11-22,0.01016,2024
2023-11-23,0.01016,2024
2023-11-24,0.0127,2024
2023-11-25,0.015239999999999998,2024
2023-11-26,0.015239999999999998,2024
2023-11-27,0.015239999999999998,2024
2023-11-28,0.015239999999999998,2024
2023-11-29,0.015239999999999998,2024
2023-11-30,0.015239999999999998,2024
2023-12-01,0.015239999999999998,2024
2023-12-02,0.02286,2024
2023-12-03,0.04064,2024
2023-12-04,0.05588,2024
2023-12-05,0.05841999999999999,2024
2023-12-06,0.05841999999999999,2024
2023-12-07,0.05841999999999999,2024
2023-12-08,0.06095999999999999,2024
2023-12-09,0.06858,2024
2023-12-10,0.06858,2024
2023-12-11,0.06858,2024
2023-12-12,0.06858,2024
2023-12-13,0.06858,2024
2023-12-14,0.06858,2024
2023-12-15,0.06858,2024
2023-12-16,0.06858,2024
2023-12-17,0.06858,2024
2023-12-18,0.06858,2024
2023-12-19,0.06858,2024
2023-12-20,0.06858,2024
2023-12-21,0.06858,2024
2023-12-22,0.06858,2024
2023-12-23,0.06858,2024
2023-12-24,0.06858,2024
2023-12-25,0.06858,2024
2023-12-26,0.06858,2024
2023-12-27,0.06858,2024
2023-12-28,0.06858,2024
2023-12-29,0.06858,2024
2023-12-30,0.06858,2024
2023-12-31,0.06858,2024
2024-01-01,0.06858,2024
2024-01-02,0.06858,2024
2024-01-03,0.06858,2024
2024-01-04,0.06858,2024
2024-01-05,0.06858,2024
2024-01-06,0.07111999999999999,2024
2024-01-07,0.07365999999999999,2024
2024-01-08,0.07619999999999999,2024
2024-01-09,0.07619999999999999,2024
2024-01-10,0.07874,2024
2024-01-11,0.08635999999999999,2024
2024-01-12,0.09652,2024
2024-01-13,0.12191999999999999,2024
2024-01-14,0.13208,2024
2024-01-15,0.1397,2024
2024-01-16,0.1397,2024
2024-01-17,0.1397,2024
2024-01-18,0.15494,2024
2024-01-19,0.15494,2024
2024-01-20,0.15494,2024
2024-01-21,0.15748,2024
2024-01-22,0.15748,2024
2024-01-23,0.15748,2024
2024-01-24,0.15748,2024
2024-01-25,0.15748,2024
2024-01-26,0.16002,2024
2024-01-27,0.16002,2024
2024-01-28,0.16002,2024
2024-01-29,0.16002,2024
2024-01-30,0.16002,2024
2024-01-31,0.16002,2024
2024-02-01,0.16002,2024
2024-02-02,0.16002,2024
2024-02-03,0.1651,2024
2024-02-04,0.16763999999999998,2024
2024-02-05,0.16763999999999998,2024
2024-02-06,0.18288,2024
2024-02-07,0.18796,2024
2024-02-08,0.19812,2024
2024-02-09,0.20066,2024
2024-02-10,0.2032,2024
2024-02-11,0.2032,2024
2024-02-12,0.2032,2024
2024-02-13,0.2032,2024
2024-02-14,0.2032,2024
2024-02-15,0.20573999999999998,2024
2024-02-16,0.21589999999999998,2024
2024-02-17,0.21844,2024
2024-02-18,0.21844,2024
2024-02-19,0.22352,2024
2024-02-20,0.22606,2024
2024-02-21,0.23876,2024
2024-02-22,0.24383999999999997,2024
2024-02-23,0.24383999999999997,2024
2024-02-24,0.24383999999999997,2024
2024-02-25,0.24383999999999997,2024
2024-02-26,0.2413,2024
2024-02-27,0.23876,2024
2024-02-28,0.2413,2024
2024-02-29,0.2413,2024
2024-03-01,0.2413,2024
2024-03-02,0.2413,2024
2024-03-03,0.24637999999999996,2024
2024-03-04,0.25146,2024
2024-03-05,0.254,2024
2024-03-06,0.254,2024
2024-03-07,0.254,2024
2024-03-08,0.25908,2024
2024-03-09,0.25908,2024
2024-03-10,0.25908,2024
2024-03-11,0.25908,2024
2024-03-12,0.25908,2024
2024-03-13,0.26162,2024
2024-03-14,0.26162,2024
2024-03-15,0.26162,2024
2024-03-16,0.25654,2024
2024-03-17,0.24637999999999996,2024
2024-03-18,0.2286,2024
2024-03-19,0.21589999999999998,2024
2024-03-20,0.20066,2024
2024-03-21,0.18288,2024
2024-03-22,0.16763999999999998,2024
2024-03-23,0.14986,2024
2024-03-24,0.13716,2024
2024-03-25,0.12954,2024
2024-03-26,0.12446,2024
2024-03-27,0.11938,2024
2024-03-28,0.11938,2024
2024-03-29,0.1143,2024
2024-03-30,0.09906,2024
2024-03-31,0.10668,2024
2024-04-01,0.09398,2024
2024-04-02,0.07619999999999999,2024
2024-04-03,0.04572,2024
2024-04-04,0.02794,2024
2024-04-05,0.017779999999999997,2024
2024-04-06,0.0127,2024
2024-04-07,0.007619999999999999,2024
2024-04-08,0.00508,2024
2024-04-09,0.00254,2024
2024-04-10,0.0,2024
2024-04-11,0.0,2024
2024-04-12,0.0,2024
2024-04-13,0.0,2024
2024-04-14,0.0,2024
2024-04-15,0.0,2024
2024-04-16,0.0,2024
2024-04-17,0.0,2024
2024-04-18,0.0,2024
2024-04-19,0.0,2024
2024-04-20,0.0,2024
2024-04-21,0.0,2024
2024-04-22,0.0,2024
2024-04-23,0.0,2024
2024-04-24,0.0,2024
2024-04-25,0.0,2024
2024-04-26,0.0,2024
2024-04-27,0.0,2024
2024-04-28,0.0,2024
2024-04-29,0.0,2024
2024-04-30,0.0,2024
2024-05-01,0.0,2024
2024-05-02,0.0,2024
2024-05-03,0.0,2024
2024-05-04,0.0,2024
2024-05-05,0.0,2024
2024-05-06,0.0,2024
2024-05-07,0.0,2024
2024-05-08,0.0,2024
2024-05-09,0.0,2024
2024-05-10,0.0,2024
2024-05-11,0.0,2024
2024-05-12,0.0,2024
2024-05-13,0.0,2024
2024-05-14,0.0,2024
2024-05-15,0.0,2024
2024-05-16,0.0,2024
2024-05-17,0.0,2024
2024-05-18,0.0,2024
2024-05-19,0.0,2024
2024-05-20,0.0,2024
2024-05-21,0.0,2024
2024-05-22,0.0,2024
2024-05-23,0.0,2024
2024-05-24,0.0,2024
2024-05-25,0.0,2024
2024-05-26,0.0,2024
2024-05-27,0.0,2024
2024-05-28,0.0,2024
2024-05-29,0.0,2024
2024-05-30,0.0,2024
2024-05-31,0.0,2024
2024-06-01,0.0,2024
2024-06-02,0.0,2024
2024-06-03,0.0,2024
2024-06-04,0.0,2024
2024-06-05,0.0,2024
2024-06-06,0.0,2024
2024-06-07,0.0,2024
2024-06-08,0.0,2024
2024-06-09,0.0,2024
2024-06-10,0.0,2024
2024-06-11,0.0,2024
2024-06-12,0.0,2024
2024-06-13,0.0,2024
2024-06-14,0.0,2024
2024-06-15,0.0,2024
2024-06-16,0.0,2024
2024-06-17,0.0,2024
2024-06-18,0.0,2024
2024-06-19,0.0,2024
2024-06-20,0.0,2024
2024-06-21,0.0,2024
2024-06-22,0.0,2024
2024-06-23,0.0,2024
2024-06-24,0.0,2024
2024-06-25,0.0,2024
2024-06-26,0.0,2024
2024-06-27,0.0,2024
2024-06-28,0.0,2024
2024-06-29,0.0,2024
2024-06-30,0.0,2024
2024-07-01,0.0,2024
2024-07-02,0.0,2024
2024-07-03,0.0,2024
2024-07-04,0.0,2024
2024-07-05,0.0,2024
2024-07-06,0.0,2024
2024-07-07,0.0,2024
2024-07-08,0.0,2024
2024-07-09,0.0,2024
2024-07-10,0.0,2024
2024-07-11,0.0,2024
2024-07-12,0.0,2024
2024-07-13,0.0,2024
2024-07-14,0.0,2024
2024-07-15,0.0,2024
2024-07-16,0.0,2024
2024-07-17,0.0,2024
2024-07-18,0.0,2024
2024-07-19,0.0,2024
2024-07-20,0.0,2024
2024-07-21,0.0,2024
2024-07-22,0.0,2024
2024-07-23,0.0,2024
2024-07-24,0.0,2024
2024-07-25,0.0,2024
2024-07-26,0.0,2024
2024-07-27,0.0,2024
2024-07-28,0.0,2024
2024-07-29,0.0,2024
2024-07-30,0.0,2024
2024-07-31,0.0,2024
2024-08-01,0.0,2024
2024-08-02,0.0,2024
2024-08-03,0.0,2024
2024-08-04,0.0,2024
2024-08-05,0.0,2024
2024-08-06,0.0,2024
2024-08-07,0.0,2024
2024-08-08,0.0,2024
2024-08-09,0.0,2024
2024-08-10,0.0,2024
2024-08-11,0.0,2024
2024-08-12,0.0,2024
2024-08-13,0.0,2024
2024-08-14,0.0,2024
2024-08-15,0.0,2024
2024-08-16,0.0,2024
2024-08-17,0.0,2024
2024-08-18,0.0,2024
2024-08-19,0.0,2024
2024-08-20,0.0,2024
2024-08-21,0.0,2024
2024-08-22,0.0,2024
2024-08-23,0.0,2024
2024-08-24,0.0,2024
2024-08-25,0.0,2024
2024-08-26,0.0,2024
2024-08-27,0.0,2024
2024-08-28,0.0,2024
2024-08-29,0.0,2024
2024-08-30,0.0,2024
2024-08-31,0.0,2024
2024-09-01,0.0,2024
2024-09-02,0.0,2024
2024-09-03,0.0,2024
2024-09-04,0.0,2024
2024-09-05,0.0,2024
2024-09-06,0.0,2024
2024-09-07,0.0,2024
2024-09-08,0.0,2024
2024-09-09,0.0,2024
2024-09-10,0.0,2024
2024-09-11,0.0,2024
2024-09-12,0.0,2024
2024-09-13,0.0,2024
2024-09-14,0.0,2024
2024-09-15,0.0,2024
2024-09-16,0.0,2024
2024-09-17,0.0,2024
2024-09-18,0.0,2024
2024-09-19,0.0,2024
2024-09-20,0.0,2024
2024-09-21,0.0,2024
2024-09-22,0.0,2024
2024-09-23,0.0,2024
2024-09-24,0.0,2024
2024-09-25,0.0,2024
2024-09-26,0.0,2024
2024-09-27,0.0,2024
2024-09-28,0.0,2024
2024-09-29,0.0,2024
2024-09-30,0.0,2024
2024-10-01,0.0,2025
2024-10-02,0.0,2025
2024-10-03,0.0,2025
2024-10-04,0.0,2025
2024-10-05,0.0,2025
2024-10-06,0.0,2025
2024-10-07,0.0,2025
2024-10-08,0.0,2025
2024-10-09,0.0,2025
2024-10-10,0.0,2025
2024-10-11,0.0,2025
2024-10-12,0.0,2025
2024-10-13,0.0,2025
2024-10-14,0.0,2025
2024-10-15,0.0,2025
2024-10-16,0.0,2025
2024-10-17,0.0,2025
2024-10-18,0.0,2025
2024-10-19,0.0,2025
2024-10-20,0.0,2025
2024-10-21,0.0,2025
2024-10-22,0.0,2025
2024-10-23,0.0,2025
2024-10-24,0.0,2025
2024-10-25,0.0,2025
2024-10-26,0.0,2025
2024-10-27,0.0,2025
2024-10-28,0.0,2025
2024-10-29,0.00254,2025
2024-10-30,0.00508,2025
2024-10-31,0.0,2025
2024-11-01,0.0,2025
2024-11-02,0.0,2025
2024-11-03,0.0,2025
2024-11-04,0.0,2025
2024-11-05,0.0,2025
2024-11-06,0.0,2025
2024-11-07,0.0,2025
2024-11-08,0.0,2025
2024-11-09,0.0,2025
2024-11-10,0.0,2025
2024-11-11,0.0,2025
2024-11-12,0.0,2025
2024-11-13,0.0,2025
2024-11-14,0.0,2025
2024-11-15,0.0,2025
2024-11-16,0.0,2025
2024-11-17,0.00508,2025
2024-11-18,0.00508,2025
2024-11-19,0.007619999999999999,2025
2024-11-20,0.007619999999999999,2025
2024-11-21,0.007619999999999999,2025
2024-11-22,0.007619999999999999,2025
2024-11-23,0.01016,2025
2024-11-24,0.01016,2025
2024-11-25,0.015239999999999998,2025
2024-11-26,0.015239999999999998,2025
2024-11-27,0.03302,2025
2024-11-28,0.03302,2025
2024-11-29,0.03302,2025
2024-11-30,0.03302,2025
2024-12-01,0.03302,2025
2024-12-02,0.03302,2025
2024-12-03,0.03302,2025
2024-12-04,0.03302,2025
2024-12-05,0.03302,2025
2024-12-06,0.03302,2025
2024-12-07,0.03302,2025
2024-12-08,0.03302,2025
2024-12-09,0.03302,2025
2024-12-10,0.03302,2025
2024-12-11,0.03302,2025
2024-12-12,0.03302,2025
2024-12-13,0.03302,2025
2024-12-14,0.035559999999999994,2025
2024-12-15,0.035559999999999994,2025
2024-12-16,0.04064,2025
2024-12-17,0.04064,2025
2024-12-18,0.043179999999999996,2025
2024-12-19,0.043179999999999996,2025
2024-12-20,0.043179999999999996,2025
2024-12-21,0.043179999999999996,2025
2024-12-22,0.043179999999999996,2025
2024-12-23,0.043179999999999996,2025
2024-12-24,0.043179999999999996,2025
2024-12-25,0.043179999999999996,2025
2024-12-26,0.04826,2025
2024-12-27,0.05841999999999999,2025
2024-12-28,0.07111999999999999,2025
2024-12-29,0.07874,2025
2024-12-30,0.08635999999999999,2025
2024-12-31,0.08635999999999999,2025
2025-01-01,0.08635999999999999,2025
2025-01-02,0.09398,2025
2025-01-03,0.09906,2025
2025-01-04,0.09906,2025
2025-01-05,0.1016,2025
2025-01-06,0.1016,2025
2025-01-07,0.10413999999999998,2025
2025-01-08,0.10413999999999998,2025
2025-01-09,0.10413999999999998,2025
2025-01-10,0.10413999999999998,2025
2025-01-11,0.10413999999999998,2025
2025-01-12,0.10413999999999998,2025
2025-01-13,0.10413999999999998,2025
2025-01-14,0.10413999999999998,2025
2025-01-15,0.10413999999999998,2025
2025-01-16,0.10413999999999998,2025
2025-01-17,0.10413999999999998,2025
2025-01-18,0.10413999999999998,2025
2025-01-19,0.10413999999999998,2025
2025-01-20,0.10413999999999998,2025
2025-01-21,0.10413999999999998,2025
2025-01-22,0.10413999999999998,2025
2025-01-23,0.10413999999999998,2025
2025-01-24,0.10413999999999998,2025
2025-01-25,0.10413999999999998,2025
2025-01-26,0.10668,2025
2025-01-27,0.10668,2025
2025-01-28,0.10668,2025
2025-01-29,0.10668,2025
2025-01-30,0.10668,2025
2025-01-31,0.10668,2025
2025-02-01,0.10668,2025
2025-02-02,0.11683999999999999,2025
2025-02-03,0.11683999999999999,2025
2025-02-04,0.11683999999999999,2025
2025-02-05,0.11683999999999999,2025
2025-02-06,0.11683999999999999,2025
2025-02-07,0.11683999999999999,2025
2025-02-08,0.12191999999999999,2025
2025-02-09,0.12191999999999999,2025
2025-02-10,0.12191999999999999,2025
2025-02-11,0.12191999999999999,2025
2025-02-12,0.12446,2025
2025-02-13,0.12446,2025
2025-02-14,0.13462,2025
2025-02-15,0.14223999999999998,2025
2025-02-16,0.15239999999999998,2025
2025-02-17,0.16002,2025
2025-02-18,0.16763999999999998,2025
2025-02-19,0.16763999999999998,2025
2025-02-20,0.16763999999999998,2025
2025-02-21,0.17271999999999998,2025
2025-02-22,0.17271999999999998,2025
2025-02-23,0.17271999999999998,2025
2025-02-24,0.17271999999999998,2025
2025-02-25,0.17271999999999998,2025
2025-02-26,0.17271999999999998,2025
2025-02-27,0.17271999999999998,2025
2025-02-28,0.17271999999999998,2025
2025-03-01,0.16256,2025
2025-03-02,0.15748,2025
2025-03-03,0.15494,2025
2025-03-04,0.15239999999999998,2025
2025-03-05,0.14731999999999998,2025
2025-03-06,0.15494,2025
2025-03-07,0.17018,2025
2025-03-08,0.17526,2025
2025-03-09,0.17526,2025
2025-03-10,0.17526,2025
2025-03-11,0.1651,2025
2025-03-12,0.15494,2025
2025-03-13,0.13716,2025
2025-03-14,0.13716,2025
2025-03-15,0.13716,2025
2025-03-16,0.14731999999999998,2025
2025-03-17,0.14731999999999998,2025
2025-03-18,0.12446,2025
2025-03-19,0.127,2025
2025-03-20,0.127,2025
2025-03-21,0.127,2025
2025-03-22,0.10922,2025
2025-03-23,0.1016,2025
2025-03-24,0.08635999999999999,2025
2025-03-25,0.0635,2025
2025-03-26,0.03302,2025
2025-03-27,0.0127,2025
2025-03-28,0.0,2025
2025-03-29,0.0,2025
2025-03-30,0.0,2025
2025-03-31,0.0,2025
2025-04-01,0.0,2025
2025-04-02,0.00508,2025
2025-04-03,0.0,2025
2025-04-04,0.0,2025
2025-04-05,0.0,2025
2025-04-06,0.0,2025
2025-04-07,0.0,2025
2025-04-08,0.0,2025
2025-04-09,0.0,2025
2025-04-10,0.0,2025
2025-04-11,0.0,2025
2025-04-12,0.0,2025
2025-04-13,0.0,2025
2025-04-14,0.0,2025
2025-04-15,0.0,2025
2025-04-16,0.0,2025
2025-04-17,0.0,2025
2025-04-18,0.0,2025
2025-04-19,0.0,2025
2025-04-20,0.0,2025
2025-04-21,0.0,2025
2025-04-22,0.0,2025
2025-04-23,0.0,2025
2025-04-24,0.0,2025
2025-04-25,0.0,2025
2025-04-26,0.0,2025
2025-04-27,0.0,2025
2025-04-28,0.0,2025
2025-04-29,0.0,2025
2025-04-30,0.0,2025
2025-05-01,0.0,2025
2025-05-02,0.0,2025
2025-05-03,0.0,2025
2025-05-04,0.0,2025
2025-05-05,0.0,2025
2025-05-06,0.0,2025
2025-05-07,0.0,2025
2025-05-08,0.0,2025
2025-05-09,0.0,2025
2025-05-10,0.0,2025
2025-05-11,0.0,2025
2025-05-12,0.0,2025
2025-05-13,0.0,2025
2025-05-14,0.0,2025
2025-05-15,0.0,2025
2025-05-16,0.0,2025
2025-05-17,0.0,2025
2025-05-18,0.0,2025
2025-05-19,0.0,2025
2025-05-20,0.0,2025
2025-05-21,0.0,2025
2025-05-22,0.0,2025
2025-05-23,0.0,2025
2025-05-24,0.0,2025
2025-05-25,0.0,2025
2025-05-26,0.0,2025
2025-05-27,0.0,2025
2025-05-28,0.0,2025
2025-05-29,0.0,2025
2025-05-30,0.0,2025
2025-05-31,0.0,2025
2025-06-01,0.0,2025
2025-06-02,0.0,2025
2025-06-03,0.0,2025
2025-06-04,0.0,2025
2025-06-05,0.0,2025
2025-06-06,0.0,2025
2025-06-07,0.0,2025
2025-06-08,0.0,2025
2025-06-09,0.0,2025
2025-06-10,0.0,2025
2025-06-11,0.0,2025
2025-06-12,0.0,2025
2025-06-13,0.0,2025
2025-06-14,0.0,2025
2025-06-15,0.0,2025
2025-06-16,0.0,2025
2025-06-17,0.0,2025
2025-06-18,0.0,2025
2025-06-19,0.0,2025
2025-06-20,0.0,2025
2025-06-21,0.0,2025
2025-06-22,0.0,2025
2025-06-23,0.0,2025
2025-06-24,0.0,2025
2025-06-25,0.0,2025
2025-06-26,0.0,2025
2025-06-27,0.0,2025
2025-06-28,0.0,2025
2025-06-29,0.0,2025
2025-06-30,0.0,2025
2025-07-01,0.0,2025
2025-07-02,0.0,2025
2025-07-03,0.0,2025
2025-07-04,0.0,2025
2025-07-05,0.0,2025
2025-07-06,0.0,2025
2025-07-07,0.0,2025
2025-07-08,0.0,2025
2025-07-09,0.0,2025
2025-07-10,0.0,2025
2025-07-11,0.0,2025
2025-07-12,0.0,2025
2025-07-13,0.0,2025
2025-07-14,0.0,2025
2025-07-15,0.0,2025
2025-07-16,0.0,2025
2025-07-17,0.0,2025
2025-07-18,0.0,2025
2025-07-19,0.0,2025
2025-07-20,0.0,2025
2025-07-21,0.0,2025
2025-07-22,0.0,2025
2025-07-23,0.0,2025
2025-07-24,0.0,2025
2025-07-25,0.0,2025
2025-07-26,0.0,2025
2025-07-27,0.0,2025
2025-07-28,0.0,2025
2025-07-29,0.0,2025
2025-07-30,0.0,2025
2025-07-31,0.0,2025
2025-08-01,0.0,2025
2025-08-02,0.0,2025
2025-08-03,0.0,2025
2025-08-04,0.0,2025
2025-08-05,0.0,2025
2025-08-06,0.0,2025
2025-08-07,0.0,2025
2025-08-08,0.0,2025
2025-08-09,0.0,2025
2025-08-10,0.0,2025
2025-08-11,0.0,2025
2025-08-12,0.0,2025
2025-08-13,0.0,2025
2025-08-14,0.0,2025
2025-08-15,0.0,2025
2025-08-16,0.0,2025
2025-08-17,0.0,2025
2025-08-18,0.0,2025
2025-08-19,0.0,2025
2025-08-20,0.0,2025
2025-08-21,0.0,2025
2025-08-22,0.0,2025
2025-08-23,0.0,2025
2025-08-24,0.0,2025
2025-08-25,0.0,2025
2025-08-26,0.0,2025
2025-08-27,0.0,2025
2025-08-28,0.0,2025
2025-08-29,0.0,2025
2025-08-30,0.0,2025
2025-08-31,0.0,2025
2025-09-01,0.0,2025
2025-09-02,0.0,2025
2025-09-03,0.0,2025
2025-09-04,0.0,2025
2025-09-05,0.0,2025
2025-09-06,0.0,2025
2025-09-07,0.0,2025
2025-09-08,0.0,2025
2025-09-09,0.0,2025
2025-09-10,0.0,2025
2025-09-11,0.0,2025
2025-09-12,0.0,2025
2025-09-13,0.0,2025
2025-09-14,0.0,2025
2025-09-15,0.0,2025
2025-09-16,0.0,2025
2025-09-17,0.0,2025
2025-09-18,0.0,2025
2025-09-19,0.0,2025
2025-09-20,0.0,2025
2025-09-21,0.0,2025
2025-09-22,0.0,2025
2025-09-23,0.0,2025
2025-09-24,0.0,2025
2025-09-25,0.0,2025
2025-09-26,0.0,2025
2025-09-27,0.0,2025
2025-09-28,0.0,2025
2025-09-29,0.0,2025
2025-09-30,0.0,2025
2025-10-01,0.0,2026
2025-10-02,0.0,2026
2025-10-03,0.0,2026
2025-10-04,0.0,2026
2025-10-05,0.0,2026
2025-10-06,0.0,2026
2025-10-07,0.0,2026
2025-10-08,0.0,2026
2025-10-09,0.0,2026
2025-10-10,0.0,2026
2025-10-11,0.0,2026
2025-10-12,0.0,2026
2025-10-13,0.0,2026
2025-10-14,0.0,2026
2025-10-15,0.0,2026
2025-10-16,0.0,2026
2025-10-17,0.0,2026
2025-10-18,0.0,2026
2025-10-19,0.0,2026
2025-10-20,0.0,2026
2025-10-21,0.0,2026
2025-10-22,0.0,2026
2025-10-23,0.0,2026
2025-10-24,0.0,2026
2025-10-25,0.0,2026
2025-10-26,0.0,2026
2025-10-27,0.0,2026
2025-10-28,0.0,2026
2025-10-29,0.0,2026
2025-10-30,0.0,2026
2025-10-31,0.0,2026
2025-11-01,0.0,2026
2025-11-02,0.0,2026
2025-11-03,0.0,2026
2025-11-04,0.0,2026
2025-11-05,0.0,2026
2025-11-06,0.0,2026
2025-11-07,0.0,2026
2025-11-08,0.0,2026
2025-11-09,0.0,2026
2025-11-10,0.0,2026
2025-11-11,0.0,2026
2025-11-12,0.0,2026
2025-11-13,0.0,2026
2025-11-14,0.0,2026
2025-11-15,0.0,2026
2025-11-16,0.0,2026
2025-11-17,0.0,2026
2025-11-18,0.0,2026
2025-11-19,0.0,2026
2025-11-20,0.0,2026
2025-11-21,0.0,2026
2025-11-22,0.0,2026
2025-11-23,0.0,2026
2025-11-24,0.0,2026
2025-11-25,0.0,2026
2025-11-26,0.0,2026
2025-11-27,0.00254,2026
2025-11-28,0.00254,2026
2025-11-29,0.00254,2026
2025-11-30,0.00254,2026
2025-12-01,0.00508,2026
2025-12-02,0.007619999999999999,2026
2025-12-03,0.007619999999999999,2026
2025-12-04,0.007619999999999999,2026
2025-12-05,0.007619999999999999,2026
2025-12-06,0.0127,2026
2025-12-07,0.0127,2026
2025-12-08,0.0127,2026
2025-12-09,0.00508,2026
2025-12-10,0.00254,2026
2025-12-11,0.0,2026
2025-12-12,0.0,2026
2025-12-13,0.0,2026
2025-12-14,0.0,2026
2025-12-15,0.0,2026
2025-12-16,0.0,2026
2025-12-17,0.0,2026
2025-12-18,0.0,2026
2025-12-19,0.0,2026
2025-12-20,0.00254,2026
2025-12-21,0.0,2026
2025-12-22,0.0,2026
2025-12-23,0.0,2026
2025-12-24,0.0,2026
2025-12-25,0.0,2026
2025-12-26,0.0,2026
2025-12-27,0.0,2026
2025-12-28,0.01016,2026
2025-12-29,0.01016,2026
2025-12-30,0.01016,2026
2025-12-31,0.01016,2026
